,Date,Open,High,Low,Close,Volume,index,Change,change_ratio,kospi close,kospi change_r
693,2013-10-21,29500,29779,29080,29280,142521,20131021,-160.0,-0.00543,2053.010009765625,0.0003
694,2013-10-22,29200,29200,28680,29100,247065,20131022,-180.0,-0.00615,2056.1201171875,0.00151
695,2013-10-23,29280,29280,28719,28840,171969,20131023,-260.0,-0.00893,2035.75,-0.009909999999999999
696,2013-10-24,28619,28980,28580,28980,178313,20131024,140.0,0.00485,2046.68994140625,0.005370000000000001
697,2013-10-25,29000,29040,28660,28980,134706,20131025,0.0,0.0,2034.3900146484373,-0.00601
698,2013-10-28,29300,29700,29159,29640,226154,20131028,660.0,0.02277,2048.139892578125,0.0067599999999999995
699,2013-10-29,29800,29800,29560,29800,206698,20131029,160.0,0.0054,2051.760009765625,0.0017699999999999999
700,2013-10-30,29700,30000,29680,30000,211768,20131030,200.0,0.00671,2059.580078125,0.00381
701,2013-10-31,29960,30040,29300,29300,252941,20131031,-700.0,-0.02333,2030.0899658203125,-0.01432
702,2013-11-01,29800,30000,29360,30000,227154,20131101,700.0,0.02389,2039.4200439453125,0.0046
703,2013-11-04,29840,30040,29780,29980,217756,20131104,-20.0,-0.00067,2025.1700439453125,-0.0069900000000000006
704,2013-11-05,30040,30040,29440,29700,160186,20131105,-280.0,-0.009340000000000001,2013.9300537109373,-0.00555
705,2013-11-06,29959,29959,28979,29020,244368,20131106,-680.0,-0.0229,2013.6700439453125,-0.00013000000000000002
706,2013-11-07,29020,29080,28500,28740,260136,20131107,-280.0,-0.00965,2004.0400390625,-0.0047799999999999995
707,2013-11-08,28220,28560,28140,28200,273627,20131108,-540.0,-0.01879,1984.8699951171875,-0.00957
708,2013-11-11,28500,28680,28180,28560,171277,20131111,360.0,0.01277,1977.300048828125,-0.00381
709,2013-11-12,28800,29320,28719,29120,195698,20131112,560.0,0.01961,1995.47998046875,0.00919
710,2013-11-13,28900,28980,28380,28380,199904,20131113,-740.0,-0.02541,1963.56005859375,-0.016
711,2013-11-14,29100,29100,28480,28480,202643,20131114,100.0,0.00352,1967.56005859375,0.0020399999999999997
712,2013-11-15,28679,29240,28640,29240,166785,20131115,760.0,0.02669,2005.6400146484373,0.01935
713,2013-11-18,29399,29520,29300,29480,127736,20131118,240.0,0.00821,2010.81005859375,0.0025800000000000003
714,2013-11-19,29660,29780,29540,29780,163671,20131119,300.0,0.01018,2031.6400146484373,0.01036
715,2013-11-20,29460,29740,29280,29400,163563,20131120,-380.0,-0.012759999999999999,2017.239990234375,-0.007090000000000001
716,2013-11-21,29440,29440,28640,28800,180396,20131121,-600.0,-0.02041,1993.780029296875,-0.01163
717,2013-11-22,28820,29120,28620,29000,171492,20131122,200.0,0.006940000000000001,2006.22998046875,0.00624
718,2013-11-25,29020,29440,29020,29300,132306,20131125,300.0,0.01034,2015.97998046875,0.00486
719,2013-11-26,29160,29580,29100,29580,171725,20131126,280.0,0.009559999999999999,2022.6400146484373,0.0033
720,2013-11-27,29340,29520,29200,29400,187034,20131127,-180.0,-0.00609,2028.81005859375,0.00305
721,2013-11-28,29599,29880,29579,29880,212898,20131128,480.0,0.01633,2045.77001953125,0.00836
722,2013-11-29,29980,29980,29700,29880,135044,20131129,0.0,0.0,2044.8699951171875,-0.00044
723,2013-12-02,30000,30060,29340,29340,149756,20131202,-540.0,-0.01807,2030.780029296875,-0.00689
724,2013-12-03,29280,29560,29140,29220,155972,20131203,-120.0,-0.00409,2009.3599853515625,-0.01055
725,2013-12-04,29000,29059,28620,28640,216880,20131204,-580.0,-0.01985,1986.800048828125,-0.01123
726,2013-12-05,28660,28920,28440,28800,209593,20131205,160.0,0.0055899999999999995,1984.77001953125,-0.0010199999999999999
727,2013-12-06,29080,29080,28560,28560,182949,20131206,-240.0,-0.008329999999999999,1980.4100341796875,-0.0022
728,2013-12-09,28800,29080,28800,29080,139938,20131209,520.0,0.01821,2000.3800048828125,0.01008
729,2013-12-10,28820,29020,28620,28800,155112,20131210,-280.0,-0.00963,1993.449951171875,-0.00346
730,2013-12-11,28520,28879,28320,28400,212583,20131211,-400.0,-0.013890000000000001,1977.969970703125,-0.00777
731,2013-12-12,27920,28200,27920,28200,299241,20131212,-200.0,-0.00704,1967.9300537109373,-0.0050799999999999994
732,2013-12-13,28200,28220,27800,27800,201065,20131213,-400.0,-0.014180000000000002,1962.9100341796875,-0.00255
733,2013-12-16,27820,28080,27660,28000,179088,20131216,200.0,0.00719,1961.1500244140625,-0.0009
734,2013-12-17,28340,28340,27860,27900,155248,20131217,-100.0,-0.0035700000000000003,1965.739990234375,0.00234
735,2013-12-18,28100,28200,27880,28020,217984,20131218,120.0,0.0043,1974.6300048828125,0.004520000000000001
736,2013-12-19,28360,28680,28360,28540,211048,20131219,520.0,0.01856,1975.6500244140625,0.0005200000000000001
737,2013-12-20,28260,28540,28260,28540,168148,20131220,0.0,0.0,1983.3499755859373,0.0039
738,2013-12-23,28740,28760,28579,28660,212784,20131223,120.0,0.0042,1996.8900146484373,0.00683
739,2013-12-24,28600,28640,28300,28300,219607,20131224,-360.0,-0.01256,2001.5899658203125,0.00235
740,2013-12-26,28160,28300,28020,28160,246156,20131226,-140.0,-0.00495,1999.300048828125,-0.00114
741,2013-12-27,28200,28220,27900,27920,210200,20131227,-240.0,-0.00852,2002.280029296875,0.00149
742,2013-12-30,27919,27940,27200,27440,338162,20131230,-480.0,-0.01719,2011.3399658203125,0.004520000000000001
743,2014-01-02,26960,27100,26040,26180,620500,20140102,-1260.0,-0.045919999999999996,1967.18994140625,-0.02195
744,2014-01-03,26000,26220,25740,25920,529932,20140103,-260.0,-0.00993,1946.1400146484373,-0.0107
745,2014-01-06,26060,26399,25920,26140,394716,20140106,220.0,0.008490000000000001,1953.280029296875,0.00367
746,2014-01-07,26000,26360,25900,26080,395264,20140107,-60.0,-0.0023,1959.43994140625,0.00315
747,2014-01-08,26000,26080,25740,25820,409493,20140108,-260.0,-0.00997,1958.9599609375,-0.00023999999999999998
748,2014-01-09,26140,26140,25500,25500,425019,20140109,-320.0,-0.01239,1946.1099853515625,-0.00656
749,2014-01-10,25500,25720,25440,25440,363783,20140110,-60.0,-0.00235,1938.5400390625,-0.00389
750,2014-01-13,25660,25940,25460,25900,328987,20140113,460.0,0.018080000000000002,1948.9200439453125,0.00535
751,2014-01-14,25940,26600,25800,26260,294333,20140114,360.0,0.0139,1946.0699462890625,-0.00146
752,2014-01-15,26600,26619,25960,25980,234949,20140115,-280.0,-0.01066,1953.280029296875,0.0037
753,2014-01-16,26000,26200,25860,26020,195049,20140116,40.0,0.0015400000000000001,1957.3199462890625,0.00207
754,2014-01-17,26020,26300,25840,25840,255485,20140117,-180.0,-0.00692,1944.47998046875,-0.00656
755,2014-01-20,26100,26379,25920,26320,173656,20140120,480.0,0.018580000000000003,1953.780029296875,0.0047799999999999995
756,2014-01-21,26300,26540,26220,26480,151246,20140121,160.0,0.0060799999999999995,1963.8900146484373,0.00517
757,2014-01-22,26280,26560,26240,26560,216530,20140122,80.0,0.00302,1970.4200439453125,0.0033299999999999996
758,2014-01-23,26320,26440,25980,25980,206739,20140123,-580.0,-0.021840000000000002,1947.5899658203125,-0.011590000000000001
759,2014-01-24,26000,26360,25820,26140,280035,20140124,160.0,0.0061600000000000005,1940.56005859375,-0.00361
760,2014-01-27,25860,26080,25700,25840,266926,20140127,-300.0,-0.011479999999999999,1910.3399658203125,-0.015569999999999999
761,2014-01-28,25460,25860,25460,25660,234027,20140128,-180.0,-0.0069700000000000005,1916.9300537109373,0.00345
762,2014-01-29,25600,25760,25540,25600,383637,20140129,-60.0,-0.00234,1941.1500244140625,0.012629999999999999
763,2014-02-03,25720,25760,25420,25440,325184,20140203,-160.0,-0.00625,1919.9599609375,-0.010920000000000001
764,2014-02-04,25260,25260,24980,24980,320660,20140204,-460.0,-0.018080000000000002,1886.8499755859373,-0.01725
765,2014-02-05,24900,25100,24680,24740,298533,20140205,-240.0,-0.009609999999999999,1891.3199462890625,0.00237
766,2014-02-06,24900,25340,24800,25180,303949,20140206,440.0,0.01778,1907.8900146484373,0.008759999999999999
767,2014-02-07,25500,25580,25260,25500,198872,20140207,320.0,0.012709999999999999,1922.5,0.007659999999999999
768,2014-02-10,25420,25620,25240,25540,155993,20140210,40.0,0.00157,1923.300048828125,0.00042
769,2014-02-11,25620,26300,25440,26220,253680,20140211,680.0,0.026619999999999998,1932.06005859375,0.00455
770,2014-02-12,26620,26620,26100,26140,200548,20140212,-80.0,-0.00305,1935.8399658203125,0.00196
771,2014-02-13,26000,26400,25800,25960,116769,20140213,-180.0,-0.00689,1926.9599609375,-0.0045899999999999995
772,2014-02-14,25920,26160,25840,26020,124415,20140214,60.0,0.00231,1940.280029296875,0.0069099999999999995
773,2014-02-17,25840,26120,25600,25700,187733,20140217,-320.0,-0.0123,1946.3599853515625,0.00313
774,2014-02-18,25700,25980,25640,25900,118213,20140218,200.0,0.00778,1946.9100341796875,0.00028
775,2014-02-19,26000,26000,25600,25800,123595,20140219,-100.0,-0.00386,1942.9300537109373,-0.0020399999999999997
776,2014-02-20,25800,25920,25620,25720,190866,20140220,-80.0,-0.0031,1930.5699462890625,-0.00636
777,2014-02-21,26659,26659,26000,26600,286924,20140221,880.0,0.034210000000000004,1957.8299560546875,0.014119999999999999
778,2014-02-24,26680,26899,26419,26560,148501,20140224,-40.0,-0.0015,1949.050048828125,-0.00448
779,2014-02-25,26640,26800,26520,26680,175706,20140225,120.0,0.004520000000000001,1964.8599853515625,0.00811
780,2014-02-26,26740,26860,26500,26840,258361,20140226,160.0,0.006,1970.77001953125,0.00301
781,2014-02-27,26700,26840,26600,26820,157827,20140227,-20.0,-0.00075,1978.4300537109373,0.00389
782,2014-02-28,26740,26980,26640,26980,284647,20140228,160.0,0.0059700000000000005,1979.989990234375,0.00079
783,2014-03-03,26720,26800,26420,26500,242083,20140303,-480.0,-0.01779,1964.68994140625,-0.00773
784,2014-03-04,26400,26580,26299,26300,158003,20140304,-200.0,-0.00755,1954.1099853515625,-0.00539
785,2014-03-05,26700,26820,26600,26600,149830,20140305,300.0,0.01141,1971.239990234375,0.00877
786,2014-03-06,26580,26580,26200,26520,172335,20140306,-80.0,-0.00301,1975.6199951171875,0.0022199999999999998
787,2014-03-07,26780,26780,26580,26780,150973,20140307,260.0,0.0098,1974.6800537109373,-0.00047999999999999996
788,2014-03-10,26399,26600,26340,26400,173152,20140310,-380.0,-0.014190000000000001,1954.4200439453125,-0.01026
789,2014-03-11,26400,26540,26180,26440,181596,20140311,40.0,0.0015199999999999999,1963.8699951171875,0.00484
790,2014-03-12,26400,26400,25860,25880,251585,20140312,-560.0,-0.02118,1932.5400390625,-0.01595
791,2014-03-13,25880,26260,25800,25800,235004,20140313,-80.0,-0.00309,1934.3800048828125,0.00095
792,2014-03-14,25400,25700,25400,25500,216736,20140314,-300.0,-0.01163,1919.9000244140625,-0.007490000000000001
793,2014-03-17,25500,25520,25160,25320,176400,20140317,-180.0,-0.0070599999999999994,1927.530029296875,0.0039700000000000004
794,2014-03-18,25400,25660,25320,25560,220912,20140318,240.0,0.00948,1940.2099609375,0.00658
795,2014-03-19,25600,25700,25360,25380,152771,20140319,-180.0,-0.00704,1937.6800537109373,-0.0013
796,2014-03-20,25400,25440,25240,25240,118788,20140320,-140.0,-0.005520000000000001,1919.52001953125,-0.00937
797,2014-03-21,25380,25460,25240,25460,166426,20140321,220.0,0.00872,1934.93994140625,0.008029999999999999
798,2014-03-24,25200,25480,25180,25460,141478,20140324,0.0,0.0,1945.550048828125,0.00548
799,2014-03-25,25380,25400,24820,24940,272500,20140325,-520.0,-0.020419999999999997,1941.25,-0.00221
800,2014-03-26,25380,25800,24960,25700,348894,20140326,760.0,0.03047,1964.31005859375,0.01188
801,2014-03-27,25800,26660,25700,26660,417557,20140327,960.0,0.03735,1977.969970703125,0.00695
802,2014-03-28,26400,26760,26400,26700,212974,20140328,40.0,0.0015,1981.0,0.0015300000000000001
803,2014-03-31,26900,26900,26440,26860,265197,20140331,160.0,0.00599,1985.6099853515625,0.00233
804,2014-04-01,26900,26900,26619,26780,221620,20140401,-80.0,-0.00298,1991.97998046875,0.00321
805,2014-04-02,26999,27140,26860,27140,262001,20140402,360.0,0.01344,1997.25,0.00265
806,2014-04-03,27020,27900,27020,27800,381976,20140403,660.0,0.024319999999999998,1993.699951171875,-0.0017800000000000001
807,2014-04-04,27540,27940,27540,27600,368007,20140404,-200.0,-0.00719,1988.0899658203125,-0.00281
808,2014-04-07,27940,27940,27480,27940,215235,20140407,340.0,0.012320000000000001,1989.699951171875,0.00081
809,2014-04-08,27740,27980,27500,27880,212164,20140408,-60.0,-0.00215,1993.030029296875,0.0016699999999999998
810,2014-04-09,27880,27900,27280,27420,321232,20140409,-460.0,-0.0165,1998.949951171875,0.00297
811,2014-04-10,27380,27600,27199,27600,199984,20140410,180.0,0.00656,2008.6099853515625,0.00483
812,2014-04-11,27240,27359,27180,27300,213187,20140411,-300.0,-0.01087,1997.43994140625,-0.00556
813,2014-04-14,27300,27720,27300,27400,211720,20140414,100.0,0.00366,1997.02001953125,-0.00021
814,2014-04-15,27720,27739,27379,27400,219396,20140415,0.0,0.0,1992.27001953125,-0.00238
815,2014-04-16,27400,27840,27259,27600,186171,20140416,200.0,0.0073,1992.2099609375,-2.9999999999999997e-05
816,2014-04-17,27520,27600,27320,27400,144833,20140417,-200.0,-0.00725,1992.050048828125,-8e-05
817,2014-04-18,27399,27580,27399,27560,190367,20140418,160.0,0.00584,2004.280029296875,0.00614
818,2014-04-21,27580,27720,27500,27600,65985,20140421,40.0,0.00145,1999.219970703125,-0.00252
819,2014-04-22,27480,27680,27420,27500,121686,20140422,-100.0,-0.0036200000000000004,2004.219970703125,0.0025
820,2014-04-23,27880,27900,27640,27780,190015,20140423,280.0,0.01018,2000.3699951171875,-0.0019199999999999998
821,2014-04-24,28180,28180,27980,28140,210924,20140424,360.0,0.01296,1998.3399658203125,-0.00101
822,2014-04-25,28400,28560,27959,27980,305396,20140425,-160.0,-0.00569,1971.6600341796875,-0.01335
823,2014-04-28,28080,28120,27640,27760,188629,20140428,-220.0,-0.007859999999999999,1969.260009765625,-0.00122
824,2014-04-29,27780,27900,27019,27200,218184,20140429,-560.0,-0.02017,1964.77001953125,-0.00228
825,2014-04-30,27600,27619,26519,26860,300946,20140430,-340.0,-0.0125,1961.7900390625,-0.0015199999999999999
826,2014-05-02,27080,27180,26880,26920,298867,20140502,60.0,0.00223,1959.43994140625,-0.0012
827,2014-05-07,27000,27120,26800,26880,283794,20140507,-40.0,-0.00149,1939.8800048828125,-0.00998
828,2014-05-08,27100,27100,26880,27000,325638,20140508,120.0,0.00446,1950.5999755859373,0.005529999999999999
829,2014-05-09,27120,27160,26520,26700,263141,20140509,-300.0,-0.01111,1956.550048828125,0.00305
830,2014-05-12,26720,27900,26640,27760,318896,20140512,1060.0,0.0397,1964.93994140625,0.0042899999999999995
831,2014-05-13,27760,28500,27760,28000,242148,20140513,240.0,0.00865,1982.9300537109373,0.00916
832,2014-05-14,28180,28300,28020,28300,222075,20140514,300.0,0.010709999999999999,2010.8299560546875,0.01407
833,2014-05-15,28280,28379,28060,28200,136134,20140515,-100.0,-0.0035299999999999997,2010.199951171875,-0.00031
834,2014-05-16,28000,28740,27980,28560,317130,20140516,360.0,0.01277,2013.43994140625,0.00161
835,2014-05-19,28560,29000,28160,28960,385621,20140519,400.0,0.01401,2015.1400146484373,0.00084
836,2014-05-20,28900,29080,28700,29020,320146,20140520,60.0,0.00207,2011.260009765625,-0.00193
837,2014-05-21,28700,29000,28700,28820,216850,20140521,-200.0,-0.00689,2008.3299560546875,-0.00146
838,2014-05-22,28819,28960,28520,28520,190800,20140522,-300.0,-0.010409999999999999,2015.5899658203125,0.00361
839,2014-05-23,28100,28560,28100,28560,170233,20140523,40.0,0.0014,2017.1700439453125,0.00078
840,2014-05-26,28400,28640,28300,28440,74712,20140526,-120.0,-0.0042,2010.3499755859373,-0.0033799999999999998
841,2014-05-27,28340,28460,28059,28140,94968,20140527,-300.0,-0.01055,1997.6300048828125,-0.00633
842,2014-05-28,28380,28700,28180,28660,184019,20140528,520.0,0.01848,2017.06005859375,0.009729999999999999
843,2014-05-29,29000,29300,28800,29200,250430,20140529,540.0,0.01884,2012.260009765625,-0.00238
844,2014-05-30,29400,29639,28859,28860,316621,20140530,-340.0,-0.011640000000000001,1994.9599609375,-0.0086
845,2014-06-02,28860,29160,28780,29100,148789,20140602,240.0,0.008320000000000001,2002.0,0.0035299999999999997
846,2014-06-03,29680,29900,29300,29400,344685,20140603,300.0,0.01031,2008.56005859375,0.00328
847,2014-06-05,29320,29600,29000,29140,270141,20140605,-260.0,-0.00884,1995.47998046875,-0.006509999999999999
848,2014-06-09,29400,29459,28040,28180,445392,20140609,-960.0,-0.03294,1990.0400390625,-0.0027300000000000002
849,2014-06-10,28419,28760,28100,28720,184282,20140610,540.0,0.01916,2011.800048828125,0.01093
850,2014-06-11,28239,28600,28239,28440,172515,20140611,-280.0,-0.00975,2014.6700439453125,0.00143
851,2014-06-12,28600,28600,28020,28260,258863,20140612,-180.0,-0.00633,2011.6500244140625,-0.0015
852,2014-06-13,28040,28080,27260,27340,371781,20140613,-920.0,-0.03255,1990.8499755859373,-0.01034
853,2014-06-16,27599,27639,27240,27480,306399,20140616,140.0,0.00512,1993.5899658203125,0.0013800000000000002
854,2014-06-17,27200,27559,27020,27480,269535,20140617,0.0,0.0,2001.550048828125,0.00399
855,2014-06-18,27460,27519,27120,27160,220887,20140618,-320.0,-0.011640000000000001,1989.489990234375,-0.00603
856,2014-06-19,26899,26980,26399,26460,446794,20140619,-700.0,-0.025769999999999998,1992.030029296875,0.00128
857,2014-06-20,26600,26600,25920,26020,478053,20140620,-440.0,-0.016630000000000002,1968.0699462890625,-0.012029999999999999
858,2014-06-23,26420,26640,26320,26440,249765,20140623,420.0,0.01614,1974.9200439453125,0.0034799999999999996
859,2014-06-24,26800,27079,26640,26900,237817,20140624,460.0,0.0174,1994.3499755859373,0.00984
860,2014-06-25,26600,26660,26360,26400,204638,20140625,-500.0,-0.01859,1981.77001953125,-0.0063100000000000005
861,2014-06-26,26180,26860,26140,26500,255306,20140626,100.0,0.00379,1995.050048828125,0.0067
862,2014-06-27,26140,26379,26120,26220,179061,20140627,-280.0,-0.01057,1988.510009765625,-0.00328
863,2014-06-30,26199,26479,26180,26440,177621,20140630,220.0,0.00839,2002.2099609375,0.00689
864,2014-07-01,26160,26279,26020,26200,174508,20140701,-240.0,-0.00908,1999.0,-0.0016
865,2014-07-02,26340,26620,26120,26600,222785,20140702,400.0,0.015269999999999999,2015.280029296875,0.008140000000000001
866,2014-07-03,26720,26720,26320,26360,170861,20140703,-240.0,-0.00902,2010.969970703125,-0.00214
867,2014-07-04,26440,26520,26060,26120,119577,20140704,-240.0,-0.0091,2009.6600341796875,-0.00065
868,2014-07-07,25820,26020,25800,25840,188741,20140707,-280.0,-0.01072,2005.1199951171875,-0.0022600000000000003
869,2014-07-08,25880,26380,25740,25900,241464,20140708,60.0,0.00232,2006.6600341796875,0.0007700000000000001
870,2014-07-09,25740,26160,25660,26160,236598,20140709,260.0,0.01004,2000.5,-0.00307
871,2014-07-10,26160,26220,26040,26120,179204,20140710,-40.0,-0.0015300000000000001,2002.8399658203125,0.00117
872,2014-07-11,26000,26040,25640,25680,215592,20140711,-440.0,-0.01685,1988.739990234375,-0.00704
873,2014-07-14,25960,26000,25720,25720,141643,20140714,40.0,0.00156,1993.8800048828125,0.0025800000000000003
874,2014-07-15,26000,26459,25940,26400,239521,20140715,680.0,0.026439999999999998,2012.719970703125,0.00945
875,2014-07-16,26259,26459,26220,26420,182284,20140716,20.0,0.0007599999999999999,2013.47998046875,0.00037999999999999997
876,2014-07-17,26519,26700,26400,26600,218454,20140717,180.0,0.006809999999999999,2020.9000244140625,0.0036899999999999997
877,2014-07-18,26300,26860,26280,26860,194853,20140718,260.0,0.009770000000000001,2019.4200439453125,-0.00073
878,2014-07-21,26980,27200,26860,27060,161199,20140721,200.0,0.00745,2018.5,-0.00045999999999999996
879,2014-07-22,26960,27159,26900,26960,126019,20140722,-100.0,-0.0037,2028.9300537109373,0.00517
880,2014-07-23,27080,27140,26700,26760,128346,20140723,-200.0,-0.00742,2028.3199462890625,-0.0003
881,2014-07-24,27000,27159,26620,27100,161034,20140724,340.0,0.012709999999999999,2026.6199951171875,-0.00084
882,2014-07-25,26920,27100,26700,27100,175803,20140725,0.0,0.0,2033.8499755859373,0.0035700000000000003
883,2014-07-28,27099,27340,26880,27160,179851,20140728,60.0,0.00221,2048.81005859375,0.007359999999999999
884,2014-07-29,27099,27759,27060,27720,256186,20140729,560.0,0.02062,2061.969970703125,0.00642
885,2014-07-30,27760,28160,27480,27900,347189,20140730,180.0,0.006490000000000001,2082.610107421875,0.01001
886,2014-07-31,27480,27700,26720,26860,487027,20140731,-1040.0,-0.03728,2076.1201171875,-0.00312
887,2014-08-01,26100,26560,25840,25840,564621,20140801,-1020.0,-0.03797,2073.10009765625,-0.00145
888,2014-08-04,26000,26340,25820,26340,241335,20140804,500.0,0.01935,2080.419921875,0.0035299999999999997
889,2014-08-05,26020,26420,26000,26320,172529,20140805,-20.0,-0.0007599999999999999,2066.260009765625,-0.006809999999999999
890,2014-08-06,26120,26320,25900,26000,216602,20140806,-320.0,-0.012159999999999999,2060.72998046875,-0.00268
891,2014-08-07,26000,26040,25700,25800,190545,20140807,-200.0,-0.007690000000000001,2054.510009765625,-0.00302
892,2014-08-08,25680,25700,24960,25000,412429,20140808,-800.0,-0.031010000000000003,2031.0999755859373,-0.01139
893,2014-08-11,25500,25640,25140,25400,372385,20140811,400.0,0.016,2039.3699951171875,0.004070000000000001
894,2014-08-12,25400,25880,25240,25320,179914,20140812,-80.0,-0.00315,2041.469970703125,0.00103
895,2014-08-13,25500,25500,24960,25280,256900,20140813,-40.0,-0.00158,2062.360107421875,0.01023
896,2014-08-14,25480,25640,25080,25220,208947,20140814,-60.0,-0.00237,2063.219970703125,0.00042
897,2014-08-18,25580,25600,25000,25000,210379,20140818,-220.0,-0.00872,2053.1298828125,-0.00489
898,2014-08-19,25280,25460,25060,25080,200888,20140819,80.0,0.0032,2071.139892578125,0.00877
899,2014-08-20,25280,25420,25020,25220,188612,20140820,140.0,0.00558,2072.780029296875,0.00079
900,2014-08-21,25100,25220,24620,24700,342108,20140821,-520.0,-0.02062,2044.2099609375,-0.01378
901,2014-08-22,24900,24940,24700,24940,168153,20140822,240.0,0.00972,2056.699951171875,0.00611
902,2014-08-25,24620,24620,24420,24560,231544,20140825,-380.0,-0.01524,2060.889892578125,0.0020399999999999997
903,2014-08-26,24700,24700,24420,24440,214389,20140826,-120.0,-0.00489,2068.050048828125,0.0034700000000000004
904,2014-08-27,24460,24740,24440,24600,243420,20140827,160.0,0.00655,2074.929931640625,0.0033299999999999996
905,2014-08-28,25160,25160,24720,24840,206237,20140828,240.0,0.00976,2075.760009765625,0.0004
906,2014-08-29,24760,24760,24560,24680,291165,20140829,-160.0,-0.00644,2068.5400390625,-0.0034799999999999996
907,2014-09-01,24720,24740,24480,24520,113281,20140901,-160.0,-0.00648,2067.860107421875,-0.00033
908,2014-09-02,24420,24500,23880,23880,317992,20140902,-640.0,-0.0261,2051.580078125,-0.00787
909,2014-09-03,24000,24000,23600,23780,424775,20140903,-100.0,-0.00419,2051.199951171875,-0.00018999999999999998
910,2014-09-04,24200,24320,24040,24200,241999,20140904,420.0,0.01766,2056.260009765625,0.00247
911,2014-09-05,24300,24320,23900,24020,215408,20140905,-180.0,-0.00744,2049.409912109375,-0.0033299999999999996
912,2014-09-11,24000,24140,23840,23840,466184,20140911,-180.0,-0.007490000000000001,2034.1600341796875,-0.00744
913,2014-09-12,24000,24160,24000,24020,217447,20140912,180.0,0.00755,2041.8599853515625,0.00379
914,2014-09-15,24140,24160,23920,24000,143230,20140915,-20.0,-0.0008300000000000001,2035.8199462890625,-0.00296
915,2014-09-16,24160,24300,24020,24120,141848,20140916,120.0,0.005,2042.9200439453125,0.00349
916,2014-09-17,24140,24520,24140,24520,150915,20140917,400.0,0.01658,2062.610107421875,0.009640000000000001
917,2014-09-18,24600,24600,24080,24200,189535,20140918,-320.0,-0.01305,2047.739990234375,-0.007209999999999999
918,2014-09-19,24460,24460,24120,24200,268701,20140919,0.0,0.0,2053.820068359375,0.00297
919,2014-09-22,24080,24080,23600,23760,320442,20140922,-440.0,-0.01818,2039.27001953125,-0.0070799999999999995
920,2014-09-23,23560,23700,23220,23220,390828,20140923,-540.0,-0.02273,2028.9100341796875,-0.0050799999999999994
921,2014-09-24,23040,23220,22820,23000,315784,20140924,-220.0,-0.009470000000000001,2035.6400146484373,0.0033200000000000005
922,2014-09-25,23240,23320,22940,23120,388290,20140925,120.0,0.005220000000000001,2034.1099853515625,-0.00075
923,2014-09-26,23040,23700,22960,23700,248271,20140926,580.0,0.02509,2031.6400146484373,-0.00121
924,2014-09-29,23860,24000,23400,23900,188020,20140929,200.0,0.008440000000000001,2026.5999755859373,-0.00248
925,2014-09-30,23700,23760,23300,23680,247586,20140930,-220.0,-0.00921,2020.0899658203125,-0.00321
926,2014-10-01,23480,23660,23120,23120,238596,20141001,-560.0,-0.02365,1991.5400390625,-0.014130000000000002
927,2014-10-02,23300,23300,22820,22820,254655,20141002,-300.0,-0.012980000000000002,1976.1600341796875,-0.00772
928,2014-10-06,22900,23120,22760,23020,425058,20141006,200.0,0.008759999999999999,1968.3900146484373,-0.0039299999999999995
929,2014-10-07,23240,23720,23240,23240,202983,20141007,220.0,0.009559999999999999,1972.9100341796875,0.0023
930,2014-10-08,22840,23020,22480,22600,294411,20141008,-640.0,-0.02754,1965.25,-0.0038799999999999998
931,2014-10-10,22000,22280,21980,22100,436749,20141010,-500.0,-0.022119999999999997,1940.9200439453125,-0.01238
932,2014-10-13,21640,22540,21560,22160,226895,20141013,60.0,0.00271,1927.2099609375,-0.0070599999999999994
933,2014-10-14,22540,22920,22400,22540,331451,20141014,380.0,0.01715,1929.25,0.00106
934,2014-10-15,22560,22900,22400,22500,282872,20141015,-40.0,-0.0017699999999999999,1925.9100341796875,-0.00173
935,2014-10-16,22320,22420,22080,22300,302966,20141016,-200.0,-0.00889,1918.8299560546875,-0.0036799999999999997
936,2014-10-17,22120,22300,21740,21780,325635,20141017,-520.0,-0.02332,1900.6600341796875,-0.009470000000000001
937,2014-10-20,22300,22340,22020,22120,189535,20141020,340.0,0.015609999999999999,1930.06005859375,0.01547
938,2014-10-21,21880,22000,21620,21660,235321,20141021,-460.0,-0.0208,1915.280029296875,-0.007659999999999999
939,2014-10-22,21940,22080,21800,22080,222554,20141022,420.0,0.01939,1936.969970703125,0.01132
940,2014-10-23,22260,22260,21800,21880,170118,20141023,-200.0,-0.009059999999999999,1931.6500244140625,-0.00275
941,2014-10-24,22060,22240,21840,22240,167569,20141024,360.0,0.01645,1925.68994140625,-0.00309
942,2014-10-27,22020,22220,21740,21900,167772,20141027,-340.0,-0.01529,1931.969970703125,0.0032600000000000003
943,2014-10-28,21800,22000,21720,21820,124877,20141028,-80.0,-0.00365,1925.6800537109373,-0.0032600000000000003
944,2014-10-29,22000,22600,21800,22600,274522,20141029,780.0,0.03575,1961.1700439453125,0.018430000000000002
945,2014-10-30,22580,23660,22300,23620,491339,20141030,1020.0,0.04513,1958.9300537109373,-0.00114
946,2014-10-31,23960,25000,23700,24880,772463,20141031,1260.0,0.05334,1964.4300537109373,0.00281
947,2014-11-03,25000,25040,24320,24700,269516,20141103,-180.0,-0.0072299999999999994,1952.969970703125,-0.00583
948,2014-11-04,24380,24840,24100,24340,260006,20141104,-360.0,-0.01457,1935.18994140625,-0.0091
